kpoints,energy,volume,code,exchange,element,structure
10648.0,-0.73949046,22.959689121900002,VASP,PBE,Cd,fcc
10648.0,-0.7392922,23.1870127766,VASP,PBE,Cd,fcc
10648.0,-0.73851605,23.4143364312,VASP,PBE,Cd,fcc
10648.0,-0.73720348,23.6416600859,VASP,PBE,Cd,fcc
10648.0,-0.73541774,23.8689837406,VASP,PBE,Cd,fcc
85184.0,-0.72692507,21.561081976,VASP,PBE,Cd,fcc
85184.0,-0.73095537,21.788040733600006,VASP,PBE,Cd,fcc
85184.0,-0.73416026,22.014999491300006,VASP,PBE,Cd,fcc
85184.0,-0.73658648,22.241958248899998,VASP,PBE,Cd,fcc
85184.0,-0.73828046,22.468917006599998,VASP,PBE,Cd,fcc
85184.0,-0.73929318,22.6958757642,VASP,PBE,Cd,fcc
85184.0,-0.73968733,22.9228345219,VASP,PBE,Cd,fcc
85184.0,-0.73948844,23.1497932795,VASP,PBE,Cd,fcc
85184.0,-0.73874672,23.3767520371,VASP,PBE,Cd,fcc
85184.0,-0.73748342,23.6037107948,VASP,PBE,Cd,fcc
85184.0,-0.73574012,23.830669552399996,VASP,PBE,Cd,fcc
39304.0,-0.72701558,21.566462143400003,VASP,PBE,Cd,fcc
39304.0,-0.73104826,21.7934775344,VASP,PBE,Cd,fcc
39304.0,-0.73423687,22.0204929254,VASP,PBE,Cd,fcc
39304.0,-0.73666616,22.247508316399998,VASP,PBE,Cd,fcc
39304.0,-0.73836164,22.474523707399996,VASP,PBE,Cd,fcc
39304.0,-0.73936726,22.7015390983,VASP,PBE,Cd,fcc
39304.0,-0.73973726,22.928554489299998,VASP,PBE,Cd,fcc
39304.0,-0.73951903,23.155569880300003,VASP,PBE,Cd,fcc
39304.0,-0.73875376,23.3825852713,VASP,PBE,Cd,fcc
39304.0,-0.73747216,23.6096006623,VASP,PBE,Cd,fcc
39304.0,-0.73571147,23.8366160533,VASP,PBE,Cd,fcc
110592.0,-0.7268979999999999,21.559792448099998,VASP,PBE,Cd,fcc
110592.0,-0.73093889,21.786737631799998,VASP,PBE,Cd,fcc
110592.0,-0.73414305,22.0136828155,VASP,PBE,Cd,fcc
110592.0,-0.73656601,22.2406279991,VASP,PBE,Cd,fcc
110592.0,-0.73826315,22.467573182800002,VASP,PBE,Cd,fcc
110592.0,-0.73928536,22.694518366500002,VASP,PBE,Cd,fcc
110592.0,-0.7396772,22.921463550100004,VASP,PBE,Cd,fcc
110592.0,-0.7394755000000001,23.1484087338,VASP,PBE,Cd,fcc
110592.0,-0.73872765,23.3753539175,VASP,PBE,Cd,fcc
110592.0,-0.73746177,23.6022991011,VASP,PBE,Cd,fcc
110592.0,-0.7357227,23.8292442848,VASP,PBE,Cd,fcc
5832.0,-0.7272385,21.608349237,VASP,PBE,Cd,fcc
5832.0,-0.73115461,21.835805544699998,VASP,PBE,Cd,fcc
5832.0,-0.73426921,22.0632618525,VASP,PBE,Cd,fcc
5832.0,-0.7366196999999999,22.290718160300003,VASP,PBE,Cd,fcc
5832.0,-0.73825804,22.518174468,VASP,PBE,Cd,fcc
5832.0,-0.73923768,22.7456307758,VASP,PBE,Cd,fcc
5832.0,-0.73959238,22.973087083499998,VASP,PBE,Cd,fcc
5832.0,-0.7393713000000001,23.200543391300002,VASP,PBE,Cd,fcc
5832.0,-0.73861574,23.427999699,VASP,PBE,Cd,fcc
5832.0,-0.7373436,23.655456006799998,VASP,PBE,Cd,fcc
5832.0,-0.73554978,23.8829123146,VASP,PBE,Cd,fcc
97336.0,-0.72694645,21.560281055900003,VASP,PBE,Cd,fcc
97336.0,-0.73098,21.7872313828,VASP,PBE,Cd,fcc
97336.0,-0.73417547,22.014181709699997,VASP,PBE,Cd,fcc
97336.0,-0.7365931,22.2411320366,VASP,PBE,Cd,fcc
97336.0,-0.73828105,22.4680823635,VASP,PBE,Cd,fcc
97336.0,-0.73929198,22.695032690399998,VASP,PBE,Cd,fcc
97336.0,-0.73967437,22.9219830173,VASP,PBE,Cd,fcc
97336.0,-0.73946224,23.1489333442,VASP,PBE,Cd,fcc
97336.0,-0.73870385,23.375883671100002,VASP,PBE,Cd,fcc
97336.0,-0.73743484,23.602833998,VASP,PBE,Cd,fcc
97336.0,-0.7356894,23.829784324899997,VASP,PBE,Cd,fcc
27000.0,-1.01406635,14.613090186300001,VASP,PBE,Zn,bcc
27000.0,-1.01757113,14.7669121882,VASP,PBE,Zn,bcc
27000.0,-1.02020564,14.9207341902,VASP,PBE,Zn,bcc
27000.0,-1.02211062,15.074556192100001,VASP,PBE,Zn,bcc
27000.0,-1.02329762,15.228378194100001,VASP,PBE,Zn,bcc
27000.0,-1.02383616,15.3822001961,VASP,PBE,Zn,bcc
27000.0,-1.02374074,15.536022198,VASP,PBE,Zn,bcc
27000.0,-1.02306052,15.689844199999998,VASP,PBE,Zn,bcc
27000.0,-1.02182991,15.843666201900001,VASP,PBE,Zn,bcc
27000.0,-1.0200742,15.997488203900001,VASP,PBE,Zn,bcc
27000.0,-1.0178304,16.1513102059,VASP,PBE,Zn,bcc
1728.0,-1.00645619,14.354951249400001,VASP,PBE,Zn,bcc
1728.0,-1.01092749,14.506055999400001,VASP,PBE,Zn,bcc
1728.0,-1.0145301,14.657160749400001,VASP,PBE,Zn,bcc
1728.0,-1.01730293,14.808265499400001,VASP,PBE,Zn,bcc
1728.0,-1.01926771,14.959370249400001,VASP,PBE,Zn,bcc
1728.0,-1.02055029,15.110474999400001,VASP,PBE,Zn,bcc
1728.0,-1.02115833,15.261579749400001,VASP,PBE,Zn,bcc
1728.0,-1.02113932,15.412684499300001,VASP,PBE,Zn,bcc
1728.0,-1.02049074,15.563789249300001,VASP,PBE,Zn,bcc
1728.0,-1.01924682,15.714893999300001,VASP,PBE,Zn,bcc
1728.0,-1.01748879,15.865998749300001,VASP,PBE,Zn,bcc
74088.0,-1.01438458,14.636199328499998,VASP,PBE,Zn,bcc
74088.0,-1.01775895,14.790264584600001,VASP,PBE,Zn,bcc
74088.0,-1.02028261,14.9443298407,VASP,PBE,Zn,bcc
74088.0,-1.02209032,15.098395096700001,VASP,PBE,Zn,bcc
74088.0,-1.02319133,15.2524603528,VASP,PBE,Zn,bcc
74088.0,-1.02363291,15.406525608900001,VASP,PBE,Zn,bcc
74088.0,-1.02345585,15.560590865,VASP,PBE,Zn,bcc
74088.0,-1.02269665,15.714656121099999,VASP,PBE,Zn,bcc
74088.0,-1.02139007,15.8687213772,VASP,PBE,Zn,bcc
74088.0,-1.0195705,16.0227866333,VASP,PBE,Zn,bcc
74088.0,-1.01727177,16.1768518894,VASP,PBE,Zn,bcc
314432.0,-1.01467418,14.6501121371,VASP,PBE,Zn,bcc
314432.0,-1.01797992,14.8043238438,VASP,PBE,Zn,bcc
314432.0,-1.02043829,14.958535550499999,VASP,PBE,Zn,bcc
314432.0,-1.02217825,15.1127472572,VASP,PBE,Zn,bcc
314432.0,-1.02322038,15.2669589639,VASP,PBE,Zn,bcc
314432.0,-1.0236037,15.421170670599999,VASP,PBE,Zn,bcc
314432.0,-1.02337178,15.5753823773,VASP,PBE,Zn,bcc
314432.0,-1.02255858,15.729594084,VASP,PBE,Zn,bcc
314432.0,-1.02120378,15.883805790699999,VASP,PBE,Zn,bcc
314432.0,-1.01933825,16.0380174974,VASP,PBE,Zn,bcc
314432.0,-1.01699072,16.192229204100002,VASP,PBE,Zn,bcc
64000.0,-1.01429872,14.6336584162,VASP,PBE,Zn,bcc
64000.0,-1.01769609,14.787696925899999,VASP,PBE,Zn,bcc
64000.0,-1.02024668,14.9417354355,VASP,PBE,Zn,bcc
64000.0,-1.02207538,15.0957739452,VASP,PBE,Zn,bcc
64000.0,-1.02320113,15.2498124548,VASP,PBE,Zn,bcc
64000.0,-1.02366686,15.4038509644,VASP,PBE,Zn,bcc
64000.0,-1.02351316,15.557889474100001,VASP,PBE,Zn,bcc
64000.0,-1.02276913,15.711927983699999,VASP,PBE,Zn,bcc
64000.0,-1.02147448,15.865966493399998,VASP,PBE,Zn,bcc
64000.0,-1.0196645,16.020005002999998,VASP,PBE,Zn,bcc
64000.0,-1.01737093,16.1740435127,VASP,PBE,Zn,bcc
10648.0,-1.01364433,14.5719543019,VASP,PBE,Zn,bcc
10648.0,-1.01733643,14.7253432946,VASP,PBE,Zn,bcc
10648.0,-1.02016806,14.8787322872,VASP,PBE,Zn,bcc
10648.0,-1.02225231,15.0321212799,VASP,PBE,Zn,bcc
10648.0,-1.02361197,15.1855102725,VASP,PBE,Zn,bcc
10648.0,-1.02428989,15.3388992652,VASP,PBE,Zn,bcc
10648.0,-1.02433678,15.4922882578,VASP,PBE,Zn,bcc
10648.0,-1.023795,15.6456772505,VASP,PBE,Zn,bcc
10648.0,-1.02268934,15.799066243199999,VASP,PBE,Zn,bcc
10648.0,-1.02106277,15.952455235799999,VASP,PBE,Zn,bcc
10648.0,-1.01894571,16.1058442285,VASP,PBE,Zn,bcc
195112.0,-1.01458544,14.6464542176,VASP,PBE,Zn,bcc
195112.0,-1.01790629,14.8006274199,VASP,PBE,Zn,bcc
195112.0,-1.0203782,14.9548006221,VASP,PBE,Zn,bcc
195112.0,-1.02213362,15.108973824400001,VASP,PBE,Zn,bcc
195112.0,-1.0231892,15.2631470267,VASP,PBE,Zn,bcc
195112.0,-1.02358594,15.417320229000001,VASP,PBE,Zn,bcc
195112.0,-1.02336894,15.5714934313,VASP,PBE,Zn,bcc
195112.0,-1.02257802,15.7256666336,VASP,PBE,Zn,bcc
195112.0,-1.02124322,15.879839835899999,VASP,PBE,Zn,bcc
195112.0,-1.01939763,16.034013038199998,VASP,PBE,Zn,bcc
195112.0,-1.01707034,16.1881862405,VASP,PBE,Zn,bcc
54872.0,-1.0143024,14.6310524205,VASP,PBE,Zn,bcc
54872.0,-1.01769744,14.7850634986,VASP,PBE,Zn,bcc
54872.0,-1.02024317,14.939074576700001,VASP,PBE,Zn,bcc
54872.0,-1.02206888,15.0930856548,VASP,PBE,Zn,bcc
54872.0,-1.02318588,15.2470967329,VASP,PBE,Zn,bcc
54872.0,-1.02364154,15.401107811,VASP,PBE,Zn,bcc
54872.0,-1.02347368,15.555118889100001,VASP,PBE,Zn,bcc
54872.0,-1.0227290999999998,15.7091299672,VASP,PBE,Zn,bcc
54872.0,-1.02143599,15.863141045399999,VASP,PBE,Zn,bcc
54872.0,-1.01962783,16.0171521235,VASP,PBE,Zn,bcc
54872.0,-1.017339,16.171163201600002,VASP,PBE,Zn,bcc
175616.0,-1.01459114,14.645948141199998,VASP,PBE,Zn,bcc
175616.0,-1.01792048,14.8001160164,VASP,PBE,Zn,bcc
175616.0,-1.02039784,14.954283891600001,VASP,PBE,Zn,bcc
175616.0,-1.02215727,15.1084517667,VASP,PBE,Zn,bcc
175616.0,-1.02321253,15.2626196419,VASP,PBE,Zn,bcc
175616.0,-1.02361359,15.4167875171,VASP,PBE,Zn,bcc
175616.0,-1.02339486,15.5709553922,VASP,PBE,Zn,bcc
175616.0,-1.02259673,15.7251232674,VASP,PBE,Zn,bcc
175616.0,-1.02125363,15.8792911426,VASP,PBE,Zn,bcc
175616.0,-1.01939999,16.0334590178,VASP,PBE,Zn,bcc
175616.0,-1.01706536,16.1876268929,VASP,PBE,Zn,bcc
46656.0,-1.01428214,14.6278958943,VASP,PBE,Zn,bcc
46656.0,-1.01768992,14.781873745799999,VASP,PBE,Zn,bcc
46656.0,-1.02024683,14.935851597300001,VASP,PBE,Zn,bcc
46656.0,-1.02207775,15.089829448800002,VASP,PBE,Zn,bcc
46656.0,-1.02320804,15.2438073003,VASP,PBE,Zn,bcc
46656.0,-1.02367991,15.3977851519,VASP,PBE,Zn,bcc
46656.0,-1.0235286,15.5517630034,VASP,PBE,Zn,bcc
46656.0,-1.02279645,15.7057408549,VASP,PBE,Zn,bcc
46656.0,-1.02151829,15.8597187064,VASP,PBE,Zn,bcc
46656.0,-1.01972574,16.0136965579,VASP,PBE,Zn,bcc
46656.0,-1.01744645,16.167674409500002,VASP,PBE,Zn,bcc
140608.0,-1.01451771,14.6434909976,VASP,PBE,Zn,bcc
140608.0,-1.01785218,14.7976330081,VASP,PBE,Zn,bcc
140608.0,-1.02033831,14.9517750186,VASP,PBE,Zn,bcc
140608.0,-1.02210582,15.1059170291,VASP,PBE,Zn,bcc
140608.0,-1.02317295,15.2600590396,VASP,PBE,Zn,bcc
140608.0,-1.0235837,15.414201050099999,VASP,PBE,Zn,bcc
140608.0,-1.02338837,15.5683430606,VASP,PBE,Zn,bcc
140608.0,-1.02261142,15.7224850711,VASP,PBE,Zn,bcc
140608.0,-1.02128632,15.8766270816,VASP,PBE,Zn,bcc
140608.0,-1.01944888,16.0307690921,VASP,PBE,Zn,bcc
140608.0,-1.01712725,16.1849111026,VASP,PBE,Zn,bcc
8000.0,-1.01262585,14.550357495899998,VASP,PBE,Zn,bcc
8000.0,-1.01644588,14.703519153699999,VASP,PBE,Zn,bcc
8000.0,-1.01941118,14.8566808116,VASP,PBE,Zn,bcc
8000.0,-1.02163953,15.0098424694,VASP,PBE,Zn,bcc
8000.0,-1.02314342,15.1630041273,VASP,PBE,Zn,bcc
8000.0,-1.02392068,15.316165785099999,VASP,PBE,Zn,bcc
8000.0,-1.02411805,15.469327443,VASP,PBE,Zn,bcc
8000.0,-1.0237174,15.6224891009,VASP,PBE,Zn,bcc
8000.0,-1.02274281,15.7756507587,VASP,PBE,Zn,bcc
8000.0,-1.02121201,15.928812416600001,VASP,PBE,Zn,bcc
8000.0,-1.01917403,16.0819740744,VASP,PBE,Zn,bcc
216000.0,-1.01461075,14.647644765099999,VASP,PBE,Zn,bcc
216000.0,-1.01792634,14.801830499500001,VASP,PBE,Zn,bcc
216000.0,-1.02039838,14.956016233900002,VASP,PBE,Zn,bcc
216000.0,-1.02215558,15.1102019682,VASP,PBE,Zn,bcc
216000.0,-1.02320752,15.2643877026,VASP,PBE,Zn,bcc
216000.0,-1.02360506,15.418573437000001,VASP,PBE,Zn,bcc
216000.0,-1.02338422,15.572759171300001,VASP,PBE,Zn,bcc
216000.0,-1.02258388,15.7269449057,VASP,PBE,Zn,bcc
216000.0,-1.02123595,15.8811306401,VASP,PBE,Zn,bcc
216000.0,-1.0193775,16.0353163744,VASP,PBE,Zn,bcc
216000.0,-1.01703856,16.189502108800006,VASP,PBE,Zn,bcc
21952.0,-1.01387886,14.6058828965,VASP,PBE,Zn,bcc
21952.0,-1.01743726,14.7596290323,VASP,PBE,Zn,bcc
21952.0,-1.02013636,14.913375168,VASP,PBE,Zn,bcc
21952.0,-1.02208356,15.0671213038,VASP,PBE,Zn,bcc
21952.0,-1.02330906,15.220867439500001,VASP,PBE,Zn,bcc
21952.0,-1.02387318,15.3746135753,VASP,PBE,Zn,bcc
21952.0,-1.02380903,15.528359710999998,VASP,PBE,Zn,bcc
21952.0,-1.02315828,15.6821058468,VASP,PBE,Zn,bcc
21952.0,-1.02195539,15.8358519825,VASP,PBE,Zn,bcc
21952.0,-1.02023492,15.9895981183,VASP,PBE,Zn,bcc
21952.0,-1.01802708,16.143344254000002,VASP,PBE,Zn,bcc
343000.0,-1.01468012,14.650481686700001,VASP,PBE,Zn,bcc
343000.0,-1.01798169,14.8046972834,VASP,PBE,Zn,bcc
343000.0,-1.02043565,14.9589128801,VASP,PBE,Zn,bcc
343000.0,-1.02217267,15.1131284768,VASP,PBE,Zn,bcc
343000.0,-1.0232114,15.267344073499999,VASP,PBE,Zn,bcc
343000.0,-1.02359309,15.4215596702,VASP,PBE,Zn,bcc
343000.0,-1.02335918,15.575775266900001,VASP,PBE,Zn,bcc
343000.0,-1.02254654,15.7299908636,VASP,PBE,Zn,bcc
343000.0,-1.02118842,15.8842064603,VASP,PBE,Zn,bcc
343000.0,-1.01932176,16.038422057000002,VASP,PBE,Zn,bcc
343000.0,-1.01698193,16.1926376537,VASP,PBE,Zn,bcc
1000.0,-1.01793286,14.3000084858,VASP,PBE,Zn,bcc
1000.0,-1.02296068,14.450534890899998,VASP,PBE,Zn,bcc
1000.0,-1.02708789,14.601061296,VASP,PBE,Zn,bcc
1000.0,-1.0303715,14.751587701199998,VASP,PBE,Zn,bcc
1000.0,-1.03281593,14.9021141063,VASP,PBE,Zn,bcc
1000.0,-1.03450128,15.052640511400002,VASP,PBE,Zn,bcc
1000.0,-1.03548734,15.2031669165,VASP,PBE,Zn,bcc
1000.0,-1.03582076,15.353693321600002,VASP,PBE,Zn,bcc
1000.0,-1.03554219,15.5042197267,VASP,PBE,Zn,bcc
1000.0,-1.03468705,15.654746131800001,VASP,PBE,Zn,bcc
1000.0,-1.03328458,15.805272537,VASP,PBE,Zn,bcc
13824.0,-1.01350725,14.5848120481,VASP,PBE,Zn,bcc
13824.0,-1.0171332,14.7383363855,VASP,PBE,Zn,bcc
13824.0,-1.01990329,14.891860722799999,VASP,PBE,Zn,bcc
13824.0,-1.02193752,15.0453850602,VASP,PBE,Zn,bcc
13824.0,-1.02326316,15.1989093975,VASP,PBE,Zn,bcc
13824.0,-1.0239218,15.3524337348,VASP,PBE,Zn,bcc
13824.0,-1.02394184,15.5059580722,VASP,PBE,Zn,bcc
13824.0,-1.02335773,15.6594824095,VASP,PBE,Zn,bcc
13824.0,-1.02220966,15.813006746900001,VASP,PBE,Zn,bcc
13824.0,-1.02052382,15.966531084200001,VASP,PBE,Zn,bcc
13824.0,-1.01834965,16.1200554216,VASP,PBE,Zn,bcc
97336.0,-1.01443088,14.6396676056,VASP,PBE,Zn,bcc
97336.0,-1.01777948,14.7937693699,VASP,PBE,Zn,bcc
97336.0,-1.02027764,14.947871134200001,VASP,PBE,Zn,bcc
97336.0,-1.02206855,15.1019728985,VASP,PBE,Zn,bcc
97336.0,-1.02316909,15.2560746627,VASP,PBE,Zn,bcc
97336.0,-1.02361263,15.410176427,VASP,PBE,Zn,bcc
97336.0,-1.02343212,15.564278191300001,VASP,PBE,Zn,bcc
97336.0,-1.02266935,15.7183799555,VASP,PBE,Zn,bcc
97336.0,-1.02135935,15.8724817198,VASP,PBE,Zn,bcc
97336.0,-1.01953171,16.0265834841,VASP,PBE,Zn,bcc
97336.0,-1.01722105,16.180685248299998,VASP,PBE,Zn,bcc
17576.0,-1.01374238,14.5960703886,VASP,PBE,Zn,bcc
17576.0,-1.0172782,14.7497132348,VASP,PBE,Zn,bcc
17576.0,-1.01997224,14.903356080999998,VASP,PBE,Zn,bcc
17576.0,-1.02192338,15.0569989272,VASP,PBE,Zn,bcc
17576.0,-1.02316334,15.210641773399999,VASP,PBE,Zn,bcc
17576.0,-1.02374553,15.364284619600001,VASP,PBE,Zn,bcc
17576.0,-1.02371796,15.5179274658,VASP,PBE,Zn,bcc
17576.0,-1.02311404,15.671570312,VASP,PBE,Zn,bcc
17576.0,-1.02196298,15.825213158199999,VASP,PBE,Zn,bcc
17576.0,-1.02028936,15.9788560044,VASP,PBE,Zn,bcc
17576.0,-1.01811688,16.1324988506,VASP,PBE,Zn,bcc
64.0,-1.07922764,14.0179573163,VASP,PBE,Zn,bcc
64.0,-1.08479012,14.163977705,VASP,PBE,Zn,bcc
64.0,-1.09015482,14.309998093699999,VASP,PBE,Zn,bcc
64.0,-1.0945252,14.4560184824,VASP,PBE,Zn,bcc
64.0,-1.09804951,14.6020388711,VASP,PBE,Zn,bcc
64.0,-1.10074189,14.7480592598,VASP,PBE,Zn,bcc
64.0,-1.10260157,14.894079648499998,VASP,PBE,Zn,bcc
64.0,-1.103768,15.0401000372,VASP,PBE,Zn,bcc
64.0,-1.10427877,15.186120425899999,VASP,PBE,Zn,bcc
64.0,-1.10413187,15.3321408147,VASP,PBE,Zn,bcc
110592.0,-1.01448222,14.6413659038,VASP,PBE,Zn,bcc
110592.0,-1.01783421,14.7954855449,VASP,PBE,Zn,bcc
110592.0,-1.0203353000000002,14.949605186,VASP,PBE,Zn,bcc
110592.0,-1.02211852,15.1037248271,VASP,PBE,Zn,bcc
110592.0,-1.02319724,15.2578444682,VASP,PBE,Zn,bcc
110592.0,-1.02361959,15.411964109300001,VASP,PBE,Zn,bcc
110592.0,-1.02342295,15.566083750399999,VASP,PBE,Zn,bcc
110592.0,-1.02264749,15.7202033915,VASP,PBE,Zn,bcc
110592.0,-1.02132334,15.8743230326,VASP,PBE,Zn,bcc
110592.0,-1.01948308,16.0284426737,VASP,PBE,Zn,bcc
110592.0,-1.01716881,16.182562314800002,VASP,PBE,Zn,bcc
5832.0,-1.01167582,14.5128791173,VASP,PBE,Zn,bcc
5832.0,-1.01565063,14.6656462659,VASP,PBE,Zn,bcc
5832.0,-1.01878636,14.8184134145,VASP,PBE,Zn,bcc
5832.0,-1.02109379,14.971180563099999,VASP,PBE,Zn,bcc
5832.0,-1.02270081,15.123947711700001,VASP,PBE,Zn,bcc
5832.0,-1.02358926,15.2767148603,VASP,PBE,Zn,bcc
5832.0,-1.02379849,15.4294820089,VASP,PBE,Zn,bcc
5832.0,-1.0234082,15.5822491575,VASP,PBE,Zn,bcc
5832.0,-1.02244649,15.735016306099999,VASP,PBE,Zn,bcc
5832.0,-1.02094901,15.887783454700001,VASP,PBE,Zn,bcc
5832.0,-1.01894698,16.040550603299998,VASP,PBE,Zn,bcc
39304.0,-1.01410898,14.623700075899999,VASP,PBE,Zn,bcc
39304.0,-1.01757772,14.777633760899999,VASP,PBE,Zn,bcc
39304.0,-1.02019995,14.931567445899999,VASP,PBE,Zn,bcc
39304.0,-1.02208653,15.085501130899999,VASP,PBE,Zn,bcc
39304.0,-1.02326357,15.2394348159,VASP,PBE,Zn,bcc
39304.0,-1.02377231,15.3933685009,VASP,PBE,Zn,bcc
39304.0,-1.02365288,15.5473021859,VASP,PBE,Zn,bcc
39304.0,-1.02294162,15.701235871,VASP,PBE,Zn,bcc
39304.0,-1.02168961,15.855169556,VASP,PBE,Zn,bcc
39304.0,-1.01991744,16.009103241,VASP,PBE,Zn,bcc
39304.0,-1.01765782,16.163036926,VASP,PBE,Zn,bcc
85184.0,-1.01443828,14.637901516700001,VASP,PBE,Zn,bcc
85184.0,-1.01780123,14.7919846905,VASP,PBE,Zn,bcc
85184.0,-1.02031547,14.9460678644,VASP,PBE,Zn,bcc
85184.0,-1.02210958,15.1001510382,VASP,PBE,Zn,bcc
85184.0,-1.02320262,15.2542342121,VASP,PBE,Zn,bcc
85184.0,-1.0236349,15.408317385999998,VASP,PBE,Zn,bcc
85184.0,-1.0234459,15.5624005598,VASP,PBE,Zn,bcc
85184.0,-1.02267934,15.716483733699999,VASP,PBE,Zn,bcc
85184.0,-1.02136341,15.8705669075,VASP,PBE,Zn,bcc
85184.0,-1.0195365,16.0246500814,VASP,PBE,Zn,bcc
85184.0,-1.01722528,16.1787332553,VASP,PBE,Zn,bcc
287496.0,-1.014652,14.6496112198,VASP,PBE,Zn,bcc
287496.0,-1.01795628,14.8038176537,VASP,PBE,Zn,bcc
287496.0,-1.02041825,14.9580240876,VASP,PBE,Zn,bcc
287496.0,-1.02216281,15.1122305214,VASP,PBE,Zn,bcc
287496.0,-1.02320782,15.2664369553,VASP,PBE,Zn,bcc
287496.0,-1.02359469,15.4206433892,VASP,PBE,Zn,bcc
287496.0,-1.02336617,15.5748498231,VASP,PBE,Zn,bcc
287496.0,-1.02255944,15.729056257,VASP,PBE,Zn,bcc
287496.0,-1.02120377,15.883262690899999,VASP,PBE,Zn,bcc
287496.0,-1.01934118,16.0374691248,VASP,PBE,Zn,bcc
287496.0,-1.0169972,16.1916755587,VASP,PBE,Zn,bcc
262144.0,-1.01464073,14.6486973528,VASP,PBE,Zn,bcc
262144.0,-1.017951,14.802894167,VASP,PBE,Zn,bcc
262144.0,-1.02041383,14.9570909813,VASP,PBE,Zn,bcc
262144.0,-1.02215881,15.1112877955,VASP,PBE,Zn,bcc
262144.0,-1.02320495,15.2654846097,VASP,PBE,Zn,bcc
262144.0,-1.02359296,15.419681424,VASP,PBE,Zn,bcc
262144.0,-1.02336759,15.573878238199999,VASP,PBE,Zn,bcc
262144.0,-1.02256,15.7280750525,VASP,PBE,Zn,bcc
262144.0,-1.02120826,15.8822718667,VASP,PBE,Zn,bcc
262144.0,-1.01935587,16.0364686809,VASP,PBE,Zn,bcc
262144.0,-1.01702038,16.1906654952,VASP,PBE,Zn,bcc
512.0,-1.01317298,14.162696198199999,VASP,PBE,Zn,bcc
512.0,-1.01857452,14.311777210799999,VASP,PBE,Zn,bcc
512.0,-1.02305245,14.460858223399999,VASP,PBE,Zn,bcc
512.0,-1.02667209,14.609939235999999,VASP,PBE,Zn,bcc
512.0,-1.02946927,14.759020248599999,VASP,PBE,Zn,bcc
512.0,-1.03146542,14.908101261199999,VASP,PBE,Zn,bcc
512.0,-1.03276434,15.0571822738,VASP,PBE,Zn,bcc
512.0,-1.03339831,15.2062632864,VASP,PBE,Zn,bcc
512.0,-1.03333984,15.355344299,VASP,PBE,Zn,bcc
512.0,-1.0325441,15.5044253117,VASP,PBE,Zn,bcc
512.0,-1.03120275,15.6535063243,VASP,PBE,Zn,bcc
32768.0,-1.01405237,14.6176328355,VASP,PBE,Zn,bcc
32768.0,-1.01750396,14.7715026548,VASP,PBE,Zn,bcc
32768.0,-1.02010108,14.925372474100001,VASP,PBE,Zn,bcc
32768.0,-1.02197238,15.079242293499998,VASP,PBE,Zn,bcc
32768.0,-1.02313541,15.233112112799999,VASP,PBE,Zn,bcc
32768.0,-1.02363871,15.386981932100001,VASP,PBE,Zn,bcc
32768.0,-1.02351583,15.540851751400002,VASP,PBE,Zn,bcc
32768.0,-1.0228119,15.694721570799999,VASP,PBE,Zn,bcc
32768.0,-1.02156105,15.8485913901,VASP,PBE,Zn,bcc
32768.0,-1.01980526,16.0024612094,VASP,PBE,Zn,bcc
32768.0,-1.01757768,16.1563310287,VASP,PBE,Zn,bcc
4096.0,-1.01367528,14.494108173199999,VASP,PBE,Zn,bcc
4096.0,-1.01769597,14.646677732999999,VASP,PBE,Zn,bcc
4096.0,-1.02086543,14.7992472927,VASP,PBE,Zn,bcc
4096.0,-1.02320738,14.9518168524,VASP,PBE,Zn,bcc
4096.0,-1.02483833,15.1043864121,VASP,PBE,Zn,bcc
4096.0,-1.02577791,15.2569559718,VASP,PBE,Zn,bcc
4096.0,-1.02617311,15.409525531500002,VASP,PBE,Zn,bcc
4096.0,-1.02588338,15.562095091300002,VASP,PBE,Zn,bcc
4096.0,-1.02502254,15.714664651,VASP,PBE,Zn,bcc
4096.0,-1.02362007,15.8672342107,VASP,PBE,Zn,bcc
4096.0,-1.02171702,16.0198037704,VASP,PBE,Zn,bcc
2744.0,-1.01127175,14.447236092699999,VASP,PBE,Zn,bcc
2744.0,-1.01557338,14.5993122621,VASP,PBE,Zn,bcc
2744.0,-1.01901908,14.7513884315,VASP,PBE,Zn,bcc
2744.0,-1.02161833,14.9034646009,VASP,PBE,Zn,bcc
2744.0,-1.02350018,15.0555407703,VASP,PBE,Zn,bcc
2744.0,-1.02467753,15.207616939700001,VASP,PBE,Zn,bcc
2744.0,-1.02518106,15.3596931091,VASP,PBE,Zn,bcc
2744.0,-1.02503786,15.5117692785,VASP,PBE,Zn,bcc
2744.0,-1.02428585,15.6638454479,VASP,PBE,Zn,bcc
2744.0,-1.02297053,15.8159216173,VASP,PBE,Zn,bcc
2744.0,-1.02114241,15.967997786700002,VASP,PBE,Zn,bcc
216.0,-0.94993321,13.9488843791,VASP,PBE,Zn,bcc
216.0,-0.95632455,14.095714740999998,VASP,PBE,Zn,bcc
216.0,-0.96175892,14.2425451029,VASP,PBE,Zn,bcc
216.0,-0.96631371,14.3893754648,VASP,PBE,Zn,bcc
216.0,-0.97005116,14.536205826700002,VASP,PBE,Zn,bcc
216.0,-0.97299597,14.6830361886,VASP,PBE,Zn,bcc
216.0,-0.9751818,14.8298665505,VASP,PBE,Zn,bcc
