"","Extrapolate","Error"
"aE",-6.09668794069506,7.85216360172648e-05
"aB",1.55673056934939,0.00769719019916533
"aP",5.47176943942303,0.532705125139118
"aV",15.6136648485505,0.00267559304077148
"bE0",-2.56663910686094,0.0953946440230447
"bB0",13.7490396165014,42.0259642767198
"bP0",-231.938824301135,3.51612785674109
"bV0",-0.595657568747686,0.713752144781229
