"","x","y","f"
"1",4.379058033,-2.36546096667,NA
"2",2.04541927116,-0.974127427805,NA
"3",0.211092296938,-0.333373593841,NA
"4",0.0146813519255,0.0227180006657,NA
"5",0.0976936445928,-0.0402315680806,NA
"6",0.0451128690438,-0.0560618654243,NA
"7",-0.00734773596538,-0.000312190347886,NA
"8",0.0058942645896,-0.00201951962011,NA
"9",0.00955094076802,-0.0153043066569,NA
"10",0.00179679522098,-0.0181286861293,NA
"11",0.00155607679267,-0.00422663185104,NA
"12",0.0053984619677,-0.00409380947762,NA
"13",0.00407778762727,-0.00481976761596,NA
"14",0.00370409320939,-0.00798910384029,NA
"15",0.00334023961179,-0.00741285489134,NA
"16",0.00393378410068,-0.00590047165094,NA
"17",0.00463325006931,-0.00694744719947,NA
"18",0.00449870804865,-0.00715705419464,NA
"19",0.00309927372593,-0.00848887147392,NA
"20",0.00331415924067,-0.00547159402607,NA
"21",0.00413015508242,-0.00603767445327,NA
"22",0.00421372973765,-0.00663049793346,NA
"23",0.00423777976704,-0.00701620138979,NA
"24",0.00355283074108,-0.00567751196525,NA
"25",0.00376540487086,-0.00550053269343,NA
"26",0.00429869871781,-0.00632742764414,NA
